id,release_date,movie,production_budget,domestic_gross,worldwide_gross,year_x,studio_bom,domestic_gross_y,foreign_gross_bom,year_y,movie_clean,profit,ROI,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,main_genres,clean_title
26,2003-10-03,wonderland,5500000.0,1060512.0,,2003,unknown,,,,wonderland,,,tt6571636,Wonderland,Joulumaa,2017,92,"Comedy,Drama",6.1,76,Comedy,wonderland
29,2011-10-21,le havre,5500000.0,611709.0,10511709.0,2011,Jan.,612000.0,9900000.0,2011.0,le havre,5011709.0,0.9112198181818182,tt1508675,Le Havre,Le Havre,2011,93,"Comedy,Drama",7.2,18490,Comedy,le havre
31,2011-07-15,salvation boulevard,5500000.0,28468.0,,2011,unknown,,,,salvation boulevard,,,tt1251743,Salvation Boulevard,Salvation Boulevard,2011,96,"Action,Comedy,Drama",5.3,4220,Action,salvation boulevard
32,2015-01-23,r100,5500000.0,24956.0,,2015,unknown,,,,r100,,,tt2914838,R100,R100,2013,99,"Comedy,Drama",6.1,2133,Comedy,r100
33,2015-05-05,miss julie,5500000.0,0.0,,2015,unknown,,,,miss julie,,,tt2298738,Miss Julie,Fröken Julie,2013,85,"Drama,Romance",4.1,116,Drama,miss julie
33,2015-05-05,miss julie,5500000.0,0.0,,2015,unknown,,,,miss julie,,,tt2667960,Miss Julie,Miss Julie,2014,129,"Drama,Romance",5.5,4598,Drama,miss julie
34,2008-12-31,animals,5500000.0,0.0,,2008,unknown,,,,animals,,,tt1298530,Animals,Animals,2012,94,"Drama,Fantasy",6.2,758,Drama,animals
34,2008-12-31,animals,5500000.0,0.0,,2008,unknown,,,,animals,,,tt3297554,Animals,Animals,2014,90,Drama,6.3,836,Drama,animals
34,2008-12-31,animals,5500000.0,0.0,,2008,unknown,,,,animals,,,tt4426738,Animals,Animals,2019,109,"Comedy,Drama",7.3,38,Comedy,animals
38,2013-07-19,grabbers,5300000.0,0.0,,2013,unknown,,,,grabbers,,,tt1525366,Grabbers,Grabbers,2012,94,"Comedy,Horror,Sci-Fi",6.3,15727,Comedy,grabbers
43,2017-02-24,the girl with all the gifts,5250000.0,0.0,,2017,unknown,,,,the girl with all the gifts,,,tt4547056,The Girl with All the Gifts,The Girl with All the Gifts,2016,111,"Drama,Horror,Sci-Fi",6.7,46545,Drama,the girl with all the gifts
44,1944-08-01,wilson,5200000.0,2000000.0,,1944,unknown,,,,wilson,,,tt1781058,Wilson,Wilson,2017,94,"Comedy,Drama",5.8,8985,Comedy,wilson
44,1944-08-01,wilson,5200000.0,2000000.0,,1944,unknown,,,,wilson,,,tt7283700,Wilson,Wilson,2017,104,Documentary,7.1,7,Documentary,wilson
46,2011-04-22,dum maaro dum,5200000.0,564489.0,,2011,unknown,,,,dum maaro dum,,,tt1618430,Dum Maaro Dum,Dum Maaro Dum,2011,128,"Action,Crime,Drama",6.2,3616,Action,dum maaro dum
49,2017-02-24,get out,5000000.0,176040665.0,255440665.0,2017,Uni.,176000000.0,79400000.0,2017.0,get out,250440665.0,50.088133,tt5052448,Get Out,Get Out,2017,104,"Horror,Mystery,Thriller",7.7,400474,Horror,get out
50,2017-01-20,split,5000000.0,138141585.0,278341585.0,2017,Uni.,138300000.0,140200000.0,2017.0,split,273341585.0,54.668317,tt2660118,Split,Split,2016,90,"Comedy,Romance,Sport",2.9,557,Comedy,split
50,2017-01-20,split,5000000.0,138141585.0,278341585.0,2017,Uni.,138300000.0,140200000.0,2017.0,split,273341585.0,54.668317,tt3315656,Split,Split,2016,127,"Drama,Fantasy",3.6,380,Drama,split
50,2017-01-20,split,5000000.0,138141585.0,278341585.0,2017,Uni.,138300000.0,140200000.0,2017.0,split,273341585.0,54.668317,tt4972582,Split,Split,2016,117,"Horror,Thriller",7.3,358543,Horror,split
50,2017-01-20,split,5000000.0,138141585.0,278341585.0,2017,Uni.,138300000.0,140200000.0,2017.0,split,273341585.0,54.668317,tt5495666,Split,Split,2016,80,Drama,7.0,21,Drama,split
50,2017-01-20,split,5000000.0,138141585.0,278341585.0,2017,Uni.,138300000.0,140200000.0,2017.0,split,273341585.0,54.668317,tt6147768,Split,Split,2016,123,"Action,Drama,Sport",5.4,189,Action,split
51,2011-10-21,paranormal activity 3,5000000.0,104028807.0,207028807.0,2011,Par.,104000000.0,103000000.0,2011.0,paranormal activity 3,202028807.0,40.4057614,tt1778304,Paranormal Activity 3,Paranormal Activity 3,2011,83,"Horror,Mystery,Thriller",5.8,85689,Horror,paranormal activity 3
54,2016-03-11,10 cloverfield lane,5000000.0,72082999.0,110182999.0,2016,Par.,72100000.0,38100000.0,2016.0,10 cloverfield lane,105182999.0,21.0365998,tt1179933,10 Cloverfield Lane,10 Cloverfield Lane,2016,103,"Drama,Horror,Mystery",7.2,260383,Drama,10 cloverfield lane
55,2016-07-22,lights out,5000000.0,67268835.0,148868835.0,2016,WB (NL),67300000.0,81600000.0,2016.0,lights out,143868835.0,28.773767,tt1646127,Lights Out,Simon Werner a disparu...,2010,87,"Drama,Mystery,Thriller",6.4,971,Drama,lights out
55,2016-07-22,lights out,5000000.0,67268835.0,148868835.0,2016,WB (NL),67300000.0,81600000.0,2016.0,lights out,143868835.0,28.773767,tt4786282,Lights Out,Lights Out,2016,81,"Drama,Horror,Mystery",6.3,100650,Drama,lights out
56,2015-09-11,the visit,5000000.0,65206105.0,98406105.0,2015,Uni.,65200000.0,33200000.0,2015.0,the visit,93406105.0,18.681221,tt1605776,The Visit,The Visit,2010,90,"Comedy,Drama,Romance",8.3,7,Comedy,the visit
56,2015-09-11,the visit,5000000.0,65206105.0,98406105.0,2015,Uni.,65200000.0,33200000.0,2015.0,the visit,93406105.0,18.681221,tt3567288,The Visit,The Visit,2015,94,"Horror,Mystery,Thriller",6.2,102459,Horror,the visit
58,2017-10-13,happy death day,5000000.0,55683845.0,125483845.0,2017,Uni.,55700000.0,69800000.0,2017.0,happy death day,120483845.0,24.096769,tt5308322,Happy Death Day,Happy Death Day,2017,96,"Horror,Mystery,Thriller",6.5,87132,Horror,happy death day
59,2012-10-19,paranormal activity 4,5000000.0,53900335.0,142800335.0,2012,Par.,53900000.0,88900000.0,2012.0,paranormal activity 4,137800335.0,27.560067,tt2109184,Paranormal Activity 4,Paranormal Activity 4,2012,88,"Horror,Mystery,Thriller",4.6,58408,Horror,paranormal activity 4
60,2014-10-24,ouija,5000000.0,50856010.0,103556010.0,2014,Uni.,50900000.0,52700000.0,2014.0,ouija,98556010.0,19.711202,tt1204977,Ouija,Ouija,2014,89,"Horror,Mystery,Thriller",4.5,44054,Horror,ouija
64,2017-06-23,the big sick,5000000.0,42872467.0,56372467.0,2017,LGF,42900000.0,13500000.0,2017.0,the big sick,51372467.0,10.2744934,tt5462602,The Big Sick,The Big Sick,2017,120,"Comedy,Drama,Romance",7.6,104008,Comedy,the big sick
66,2019-05-31,ma,5000000.0,36049540.0,,2019,unknown,,,,ma,,,tt4410770,Ma,Ma,2015,80,Drama,5.9,184,Drama,ma
66,2019-05-31,ma,5000000.0,36049540.0,,2019,unknown,,,,ma,,,tt7958736,Ma,Ma,2019,99,"Horror,Thriller",6.0,5322,Horror,ma
66,2019-05-31,ma,5000000.0,36049540.0,,2019,unknown,,,,ma,,,tt9293690,Ma,Ma,2018,72,"Drama,Horror",5.5,16,Drama,ma
69,2003-12-24,monster,5000000.0,34469210.0,,2003,unknown,,,,monster,,,tt1617136,Monster,Monster,2010,85,"Action,Adventure,Comedy",4.8,12,Action,monster
69,2003-12-24,monster,5000000.0,34469210.0,,2003,unknown,,,,monster,,,tt3589450,Monster,Mon-seu-teo,2014,113,"Action,Drama,Thriller",6.5,798,Action,monster
69,2003-12-24,monster,5000000.0,34469210.0,,2003,unknown,,,,monster,,,tt6840904,Monster,Monster,2018,90,Horror,7.2,74,Horror,monster
69,2003-12-24,monster,5000000.0,34469210.0,,2003,unknown,,,,monster,,,tt9077038,Monster,Monster,2019,139,"Comedy,Drama,Family",7.5,49,Comedy,monster
70,2014-01-03,paranormal activity: the marked ones,5000000.0,32462372.0,90862372.0,2014,Par.,32500000.0,58400000.0,2014.0,paranormal activity: the marked ones,85862372.0,17.1724744,tt2473682,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,2014,84,"Horror,Mystery,Thriller",5.0,37147,Horror,paranormal activity: the marked ones
72,2014-04-11,oculus,5000000.0,27695246.0,43995246.0,2014,Rela.,27700000.0,16300000.0,2014.0,oculus,38995246.0,7.7990492,tt2388715,Oculus,Oculus,2013,104,"Horror,Mystery",6.5,106906,Horror,oculus
73,2013-11-01,dallas buyers club,5000000.0,27298285.0,55198285.0,2013,Focus,27300000.0,27900000.0,2013.0,dallas buyers club,50198285.0,10.039657,tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117,"Biography,Drama",8.0,402462,Biography,dallas buyers club
74,2015-08-26,no escape,5000000.0,27288872.0,54388872.0,2015,Wein.,27300000.0,27100000.0,2015.0,no escape,49388872.0,9.8777744,tt1781922,No Escape,No Escape,2015,103,"Action,Thriller",6.8,70222,Action,no escape
76,2015-02-27,the lazarus effect,5000000.0,25801570.0,38401570.0,2015,Rela.,25800000.0,12600000.0,2015.0,the lazarus effect,33401570.0,6.680314,tt2918436,The Lazarus Effect,The Lazarus Effect,2015,83,"Horror,Mystery,Sci-Fi",5.2,37675,Horror,the lazarus effect
78,2011-08-26,our idiot brother,5000000.0,24814830.0,,2011,unknown,,,,our idiot brother,,,tt1637706,Our Idiot Brother,Our Idiot Brother,2011,90,"Comedy,Drama",6.4,80738,Comedy,our idiot brother
79,2018-03-09,the strangers: prey at night,5000000.0,24431472.0,,2018,unknown,,,,the strangers: prey at night,,,tt1285009,The Strangers: Prey at Night,The Strangers: Prey at Night,2018,85,Horror,5.2,21614,Horror,the strangers: prey at night
82,2000-10-13,billy elliot,5000000.0,21995263.0,,2000,unknown,,,,billy elliot,,,tt4085696,Billy Elliot,Billy Elliot the Musical Live,2014,169,"Comedy,Drama,Music",8.5,1109,Comedy,billy elliot
83,2013-07-05,the way way back,5000000.0,21502690.0,,2013,unknown,,,,the way way back,,,tt1727388,The Way Way Back,The Way Way Back,2013,103,"Comedy,Drama",7.4,132642,Comedy,the way way back
84,2014-08-29,"as above, so below",5000000.0,21222315.0,,2014,unknown,,,,"as above, so below",,,tt2870612,"As Above, So Below","As Above, So Below",2014,93,"Adventure,Horror,Mystery",6.2,66892,Adventure,"as above, so below"
86,1997-12-17,the apostle,5000000.0,20733485.0,,1997,unknown,,,,the apostle,,,tt1331294,The Apostle,O Apóstolo,2012,80,"Animation,Horror",7.0,514,Animation,the apostle
86,1997-12-17,the apostle,5000000.0,20733485.0,,1997,unknown,,,,the apostle,,,tt3493128,The Apostle,L'apôtre,2014,117,Drama,7.4,88,Drama,the apostle
90,2016-02-19,race,5000000.0,19115191.0,,2016,unknown,,,,race,,,tt1867035,Race,Race,2011,150,Drama,3.9,73,Drama,race
90,2016-02-19,race,5000000.0,19115191.0,,2016,unknown,,,,race,,,tt3499096,Race,Race,2016,134,"Biography,Drama,Sport",7.1,30777,Biography,race
92,2015-01-16,still alice,5000000.0,18656400.0,43756400.0,2015,SPC,18800000.0,25100000.0,2015.0,still alice,38756400.0,7.75128,tt3316960,Still Alice,Still Alice,2014,101,Drama,7.5,116832,Drama,still alice
94,2011-09-02,apollo 18,5000000.0,17686929.0,25586929.0,2011,W/Dim.,17700000.0,7900000.0,2011.0,apollo 18,20586929.0,4.1173858,tt1772240,Apollo 18,Apollo 18,2011,86,"Horror,Mystery,Sci-Fi",5.2,51427,Horror,apollo 18
95,2018-03-23,"paul, apostle of christ",5000000.0,17547999.0,23047999.0,2018,Affirm,17600000.0,5500000.0,2018.0,"paul, apostle of christ",18047999.0,3.6095998,tt7388562,"Paul, Apostle of Christ","Paul, Apostle of Christ",2018,108,"Adventure,Biography,Drama",6.7,5662,Adventure,"paul, apostle of christ"
96,2014-10-10,addicted,5000000.0,17390770.0,,2014,unknown,,,,addicted,,,tt2205401,Addicted,Addicted,2014,106,"Drama,Thriller",5.2,7640,Drama,addicted
96,2014-10-10,addicted,5000000.0,17390770.0,,2014,unknown,,,,addicted,,,tt3587066,ADDicted,ADDicted,2017,109,Drama,7.2,25,Drama,addicted
3,2013-03-15,spring breakers,5000000.0,14124286.0,31724286.0,2013,A24,14100000.0,17600000.0,2013.0,spring breakers,26724286.0,5.3448572,tt2101441,Spring Breakers,Spring Breakers,2012,94,"Comedy,Crime,Drama",5.3,126504,Comedy,spring breakers
4,2017-06-09,it comes at night,5000000.0,13985117.0,19285117.0,2017,A24,14000000.0,5300000.0,2017.0,it comes at night,14285117.0,2.8570234,tt4695012,It Comes at Night,It Comes at Night,2017,91,"Horror,Mystery",6.2,69039,Horror,it comes at night
12,2017-03-03,before i fall,5000000.0,12241072.0,,2017,unknown,,,,before i fall,,,tt1691916,Before I Fall,Before I Fall,2017,98,"Drama,Fantasy,Mystery",6.4,39282,Drama,before i fall
15,2016-01-29,fifty shades of black,5000000.0,11686940.0,22186940.0,2016,ORF,11700000.0,10500000.0,2016.0,fifty shades of black,17186940.0,3.437388,tt4667094,Fifty Shades of Black,Fifty Shades of Black,2016,92,Comedy,3.5,17189,Comedy,fifty shades of black
21,2017-03-17,the belko experiment,5000000.0,10166820.0,,2017,unknown,,,,the belko experiment,,,tt1082807,The Belko Experiment,The Belko Experiment,2016,89,"Horror,Thriller",6.1,38378,Horror,the belko experiment
22,2016-03-11,the perfect match,5000000.0,9669521.0,10414521.0,2016,LGF,9700000.0,745000.0,2016.0,the perfect match,5414521.0,1.0829042,tt4871980,The Perfect Match,The Perfect Match,2016,96,"Comedy,Romance",4.9,3052,Comedy,the perfect match
28,2001-04-27,the forsaken,5000000.0,6755271.0,,2001,unknown,,,,the forsaken,,,tt5124556,The Forsaken,The Forsaken,2015,86,"Drama,Horror,Thriller",6.3,14,Drama,the forsaken
29,2018-09-21,fahrenheit 11/9,5000000.0,6352306.0,,2018,unknown,,,,fahrenheit 11/9,,,tt8632862,Fahrenheit 11/9,Fahrenheit 11/9,2018,128,Documentary,6.7,11628,Documentary,fahrenheit 11/9
31,2010-05-28,sea rex 3d: journey to a prehistoric world,5000000.0,6096582.0,15996582.0,2010,3D,6100000.0,9900000.0,2010.0,sea rex 3d: journey to a prehistoric world,10996582.0,2.1993164,tt1529567,Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010,41,Documentary,6.9,364,Documentary,sea rex 3d: journey to a prehistoric world
38,2015-09-11,90 minutes in heaven,5000000.0,4816142.0,,2015,unknown,,,,90 minutes in heaven,,,tt4337690,90 Minutes in Heaven,90 Minutes in Heaven,2015,121,Drama,4.8,3105,Drama,90 minutes in heaven
39,2016-12-02,incarnate,5000000.0,4799774.0,6299774.0,2016,BH Tilt,4800000.0,1500000.0,2016.0,incarnate,1299774.0,0.2599548,tt3216348,Incarnate,Incarnate,2016,91,"Horror,Thriller",5.3,10217,Horror,incarnate
45,2017-03-03,table 19,5000000.0,3614896.0,5014896.0,2017,FoxS,3600000.0,1400000.0,2017.0,table 19,14896.0,0.0029792,tt1412528,Table 19,Table 19,2017,87,"Comedy,Drama,Romance",5.8,22751,Comedy,table 19
46,2016-04-15,green room,5000000.0,3220371.0,,2016,unknown,,,,green room,,,tt4062536,Green Room,Green Room,2015,95,"Horror,Music,Thriller",7.0,90773,Horror,green room
47,2018-03-09,thoroughbreds,5000000.0,3072605.0,,2018,unknown,,,,thoroughbreds,,,tt5649108,Thoroughbreds,Thoroughbreds,2017,92,"Comedy,Crime,Drama",6.7,25098,Comedy,thoroughbreds
49,2016-03-04,the other side of the door,5000000.0,3000342.0,14300342.0,2016,Fox,3000000.0,11300000.0,2016.0,the other side of the door,9300342.0,1.8600684,tt3566920,The Other Side of the Door,The Other Side of the Door,2014,90,Drama,3.8,5,Drama,the other side of the door
49,2016-03-04,the other side of the door,5000000.0,3000342.0,14300342.0,2016,Fox,3000000.0,11300000.0,2016.0,the other side of the door,9300342.0,1.8600684,tt3702652,The Other Side of the Door,The Other Side of the Door,2016,96,Horror,5.3,15813,Horror,the other side of the door
50,2011-05-13,everything must go,5000000.0,2712131.0,,2011,unknown,,,,everything must go,,,tt1531663,Everything Must Go,Everything Must Go,2010,97,"Comedy,Drama",6.4,45799,Comedy,everything must go
51,2014-10-10,kill the messenger,5000000.0,2450846.0,,2014,unknown,,,,kill the messenger,,,tt1216491,Kill the Messenger,Kill the Messenger,2014,112,"Biography,Crime,Drama",7.0,41231,Biography,kill the messenger
52,2010-12-17,rabbit hole,5000000.0,2229058.0,5129058.0,2010,LGF,2200000.0,2900000.0,2010.0,rabbit hole,129058.0,0.0258116,tt0935075,Rabbit Hole,Rabbit Hole,2010,91,Drama,7.0,45357,Drama,rabbit hole
53,2015-10-23,jem and the holograms,5000000.0,2184640.0,2333640.0,2015,Uni.,2200000.0,149000.0,2015.0,jem and the holograms,-2666360.0,-0.533272,tt3614530,Jem and the Holograms,Jem and the Holograms,2015,118,"Adventure,Drama,Family",4.1,6683,Adventure,jem and the holograms
54,2016-12-28,paterson,5000000.0,2141423.0,,2016,unknown,,,,paterson,,,tt5247022,Paterson,Paterson,2016,118,"Comedy,Drama,Romance",7.4,55285,Comedy,paterson
60,2014-09-12,atlas shrugged: who is john galt?,5000000.0,851690.0,,2014,unknown,,,,atlas shrugged: who is john galt?,,,tt2800038,Atlas Shrugged: Who Is John Galt?,Atlas Shrugged: Part III,2014,99,"Drama,Mystery,Sci-Fi",4.4,2661,Drama,atlas shrugged: who is john galt?
64,2013-08-16,ain't them bodies saints,5000000.0,391611.0,1026611.0,2013,IFC,397000.0,635000.0,2013.0,ain't them bodies saints,-3973389.0,-0.7946778,tt2388637,Ain't Them Bodies Saints,Ain't Them Bodies Saints,2013,96,"Crime,Drama,Romance",6.4,19464,Crime,ain't them bodies saints
66,2014-09-26,jimi: all is by my side,5000000.0,340911.0,,2014,unknown,,,,jimi: all is by my side,,,tt2402085,Jimi: All Is by My Side,Jimi: All Is by My Side,2013,118,"Biography,Drama,Music",5.7,5726,Biography,jimi: all is by my side
71,2015-08-07,cop car,5000000.0,134552.0,,2015,unknown,,,,cop car,,,tt3813310,Cop Car,Cop Car,2015,88,"Crime,Thriller",6.3,27081,Crime,cop car
76,2008-05-30,stuck,5000000.0,67505.0,,2008,unknown,,,,stuck,,,tt2369331,Stuck,Stuck,2013,90,Documentary,7.4,141,Documentary,stuck
76,2008-05-30,stuck,5000000.0,67505.0,,2008,unknown,,,,stuck,,,tt3696610,Stuck,Stuck,2017,90,"Drama,Musical",6.2,200,Drama,stuck
76,2008-05-30,stuck,5000000.0,67505.0,,2008,unknown,,,,stuck,,,tt3776292,Stuck,Stuck,2015,85,"Comedy,Drama",8.8,5,Comedy,stuck
76,2008-05-30,stuck,5000000.0,67505.0,,2008,unknown,,,,stuck,,,tt5564792,Stuck,Stuck,2018,100,Comedy,6.6,28,Comedy,stuck
78,2014-10-17,rudderless,5000000.0,56001.0,,2014,unknown,,,,rudderless,,,tt1798243,Rudderless,Rudderless,2014,105,"Comedy,Drama,Music",7.5,16303,Comedy,rudderless
80,2009-08-14,grace,5000000.0,8297.0,,2009,unknown,,,,grace,,,tt1555814,Grace,Grace,2011,98,"Crime,Drama,Horror",6.5,19,Crime,grace
80,2009-08-14,grace,5000000.0,8297.0,,2009,unknown,,,,grace,,,tt2963344,Grace,Grace,2014,95,Drama,6.0,176,Drama,grace
80,2009-08-14,grace,5000000.0,8297.0,,2009,unknown,,,,grace,,,tt6163142,Grace,Grace,2018,90,"Comedy,Crime,Romance",7.3,52,Comedy,grace
81,2015-05-15,area 51,5000000.0,7556.0,,2015,unknown,,,,area 51,,,tt1519461,Area 51,Area 51,2015,91,"Horror,Sci-Fi,Thriller",4.2,11537,Horror,area 51
84,2008-12-31,the cottage,5000000.0,0.0,,2008,unknown,,,,the cottage,,,tt1977941,The Cottage,The Cottage,2012,88,"Drama,Horror,Thriller",4.8,1016,Drama,the cottage
85,2014-12-05,dying of the light,5000000.0,0.0,,2014,unknown,,,,dying of the light,,,tt1274586,Dying of the Light,Dying of the Light,2014,94,"Drama,Thriller",4.4,8888,Drama,dying of the light
86,2016-09-02,yoga hosers,5000000.0,0.0,,2016,unknown,,,,yoga hosers,,,tt3838992,Yoga Hosers,Yoga Hosers,2016,88,"Action,Comedy,Fantasy",4.3,10483,Action,yoga hosers
90,2014-11-21,reach me,5000000.0,0.0,,2014,unknown,,,,reach me,,,tt0959306,Reach Me,Reach Me,2014,95,"Comedy,Crime,Drama",4.9,2304,Comedy,reach me
91,2014-08-18,henry & me,5000000.0,0.0,,2014,unknown,,,,henry & me,,,tt1460798,Henry & Me,Henry & Me,2014,67,"Animation,Family",6.2,132,Animation,henry & me
92,2015-01-27,born of war,5000000.0,0.0,,2015,unknown,,,,born of war,,,tt1554921,Born of War,Born of War,2014,109,"Action,Drama,Thriller",4.4,333,Action,born of war
93,2015-01-09,let's kill ward's wife,5000000.0,0.0,,2015,unknown,,,,let's kill ward's wife,,,tt2980708,Let's Kill Ward's Wife,Let's Kill Ward's Wife,2014,82,"Comedy,Crime",5.4,5164,Comedy,let's kill ward's wife
99,2016-03-15,the hatching,5000000.0,0.0,,2016,unknown,,,,the hatching,,,tt2938464,The Hatching,The Hatching,2017,90,"Action,Adventure,Comedy",4.0,662,Action,the hatching
100,2015-10-27,running forever,5000000.0,0.0,,2015,unknown,,,,running forever,,,tt4453560,Running Forever,Running Forever,2015,88,Family,5.8,23,Family,running forever
1,2015-01-23,mommy,4900000.0,3498695.0,,2015,unknown,,,,mommy,,,tt3612616,Mommy,Mommy,2014,139,Drama,8.1,43020,Drama,mommy
4,2012-08-17,the awakening,4900000.0,95933.0,,2012,unknown,,,,the awakening,,,tt1373405,The Awakening,The Awakening,2010,83,"Horror,Thriller",2.4,141,Horror,the awakening
4,2012-08-17,the awakening,4900000.0,95933.0,,2012,unknown,,,,the awakening,,,tt1687901,The Awakening,The Awakening,2011,102,"Horror,Thriller",6.5,60215,Horror,the awakening
7,2006-01-06,hostel,4800000.0,47326473.0,,2006,unknown,,,,hostel,,,tt1825801,Hostel,Hostel,2011,111,"Action,Crime,Drama",5.1,513,Action,hostel
7,2006-01-06,hostel,4800000.0,47326473.0,,2006,unknown,,,,hostel,,,tt6501192,Hostel,Hostel,2013,135,Drama,6.4,24,Drama,hostel
8,2013-07-19,only god forgives,4800000.0,775849.0,10675849.0,2013,RTWC,779000.0,9900000.0,2013.0,only god forgives,5875849.0,1.2241352083333332,tt1602613,Only God Forgives,Only God Forgives,2013,90,"Crime,Drama",5.7,100318,Crime,only god forgives
9,2011-09-30,take shelter,4750000.0,1728953.0,3128953.0,2011,SPC,1700000.0,1400000.0,2011.0,take shelter,-1621047.0,-0.3412730526315789,tt1675192,Take Shelter,Take Shelter,2011,121,"Drama,Horror,Thriller",7.4,83200,Drama,take shelter
14,2011-12-31,without men,4700000.0,0.0,,2011,unknown,,,,without men,,,tt1547090,Without Men,Without Men,2011,87,Comedy,3.3,1576,Comedy,without men
15,2015-03-10,treading water,4700000.0,0.0,,2015,unknown,,,,treading water,,,tt2091427,Treading Water,The Boy Who Smells Like Fish,2013,92,"Comedy,Drama",6.2,515,Comedy,treading water
18,2012-09-14,barfi,4600000.0,2804874.0,,2012,unknown,,,,barfi,,,tt3099638,Barfi,Barfi,2013,105,"Comedy,Romance",6.5,114,Comedy,barfi
23,2007-10-19,out of the blue,4600000.0,728.0,,2007,unknown,,,,out of the blue,,,tt2751576,Out of the Blue,Buongiorno papà,2013,108,"Comedy,Drama",6.2,760,Comedy,out of the blue
31,1956-06-27,moby dick,4500000.0,10400000.0,,1956,unknown,,,,moby dick,,,tt1984208,Moby Dick,Mo-bi-dik,2011,112,Action,6.4,295,Action,moby dick
32,2016-03-25,the lobster,4500000.0,9196278.0,,2016,unknown,,,,the lobster,,,tt3464902,The Lobster,The Lobster,2015,119,"Comedy,Drama,Romance",7.1,182622,Comedy,the lobster
33,1996-10-04,bound,4500000.0,3802260.0,,1996,unknown,,,,bound,,,tt4145324,Bound,Bound,2015,91,"Drama,Thriller",3.5,1931,Drama,bound
46,2011-10-07,blackthorn,4500000.0,200558.0,623558.0,2011,Magn.,201000.0,423000.0,2011.0,blackthorn,-3876442.0,-0.8614315555555555,tt1629705,Blackthorn,Blackthorn,2011,102,"Action,Adventure,Western",6.6,8553,Action,blackthorn
47,2015-05-08,maggie,4500000.0,187112.0,,2015,unknown,,,,maggie,,,tt1881002,Maggie,Maggie,2015,95,"Drama,Horror",5.6,38671,Drama,maggie
47,2015-05-08,maggie,4500000.0,187112.0,,2015,unknown,,,,maggie,,,tt9000062,Maggie,Maggie,2018,88,Drama,6.4,16,Drama,maggie
53,2013-03-01,the sweeney,4500000.0,26345.0,6326345.0,2013,EOne,26700.0,6300000.0,2013.0,the sweeney,1826345.0,0.40585444444444446,tt0857190,The Sweeney,The Sweeney,2012,112,"Action,Crime,Drama",6.1,18095,Action,the sweeney
54,2014-09-04,falcon rising,4500000.0,11774.0,,2014,unknown,,,,falcon rising,,,tt2295722,Falcon Rising,Falcon Rising,2014,103,"Action,Adventure",5.8,6955,Action,falcon rising
55,2013-06-25,hansel & gretel get baked,4500000.0,0.0,,2013,unknown,,,,hansel & gretel get baked,,,tt2081194,Hansel & Gretel Get Baked,Hansel & Gretel Get Baked,2013,86,"Comedy,Horror",4.3,3225,Comedy,hansel & gretel get baked
56,2014-11-07,fugly,4500000.0,0.0,,2014,unknown,,,,fugly,,,tt3683702,Fugly,Fugly,2014,134,"Drama,Thriller",4.7,920,Drama,fugly
57,2015-08-28,zipper,4500000.0,0.0,,2015,unknown,,,,zipper,,,tt3346224,Zipper,Zipper,2015,112,"Drama,Thriller",5.8,6120,Drama,zipper
58,2015-11-03,the final girls,4500000.0,0.0,,2015,unknown,,,,the final girls,,,tt2118624,The Final Girls,The Final Girls,2015,88,"Comedy,Drama,Fantasy",6.6,30219,Comedy,the final girls
58,2015-11-03,the final girls,4500000.0,0.0,,2015,unknown,,,,the final girls,,,tt7011980,The Final Girls,The Final Girls,2018,45,"Comedy,Horror",5.4,5,Comedy,the final girls
59,2017-12-01,daisy winters,4500000.0,0.0,,2017,unknown,,,,daisy winters,,,tt3702088,Daisy Winters,Daisy Winters,2017,90,Drama,6.8,68,Drama,daisy winters
64,2014-06-06,anna,4357373.0,0.0,,2014,unknown,,,,anna,,,tt1715336,Anna,Anna,2013,99,"Drama,Mystery,Sci-Fi",6.5,19733,Drama,anna
64,2014-06-06,anna,4357373.0,0.0,,2014,unknown,,,,anna,,,tt3673036,Anna,Anna,2015,96,Drama,6.8,106,Drama,anna
64,2014-06-06,anna,4357373.0,0.0,,2014,unknown,,,,anna,,,tt3872918,Anna,Anna,2015,109,"Crime,Drama,Thriller",5.6,88,Crime,anna
64,2014-06-06,anna,4357373.0,0.0,,2014,unknown,,,,anna,,,tt4898888,Anna,Per amor vostro,2015,110,Drama,6.3,285,Drama,anna
64,2014-06-06,anna,4357373.0,0.0,,2014,unknown,,,,anna,,,tt6118134,Anna,Anna,2016,142,Biography,5.0,37,Biography,anna
64,2014-06-06,anna,4357373.0,0.0,,2014,unknown,,,,anna,,,tt6427854,Anna,Anna,2017,97,Horror,2.4,341,Horror,anna
69,1990-10-19,night of the living dead,4200000.0,5835247.0,,1990,unknown,,,,night of the living dead,,,tt3393372,Night of the Living Dead,Night of the Living Dead,2014,79,Horror,5.3,277,Horror,night of the living dead
77,1968-10-01,night of the living dead,114000.0,12087064.0,,1968,unknown,,,,night of the living dead,,,tt3393372,Night of the Living Dead,Night of the Living Dead,2014,79,Horror,5.3,277,Horror,night of the living dead
